freshwater_id;originalname;othernames;flag;lat;lon;country;ICES_GUID;ICES_key;ICES_GUID_duplicate;
;81;;what is this;;;;;;;
;83;;what is this;;;;;;;
;Ratnycia;;;53.9891492;24.0424208;Lithuania;;;;
;Raumanjoki - Pitkäjärvi;;;61.62415305;25.09390868;Finland;dc2d1ca2-18dc-41ba-91a7-02242e3a68e8;FI83016;;
;Raumanoja;;;60.6491052;21.4837183;Finland;e447fc41-6d87-4ef5-87e9-f3a8ddf375f1;FI82064;;
;Rauna;;;57.3322404;25.6066557;Latvia;c610ab95-a569-4283-8e68-3b0dcfb88a14;LV52381;;
;Raunis;;;57.2875946;25.4544609;Latvia;1665281b-1f71-4559-80a8-e09ad78030a7;LV523841;;
;Ravensberg;;;;;Germany;;;;
;Ravijoki;;;60.5649821;27.5106554;Finland;0e0fafd8-8140-4683-92b4-701068ecad7e;FI81007;;
;Ravnsbæk;;;55.2653358;10.2632207;Denmark;ba72d59c-20ea-466a-bf2b-2a5e727a20ea;DK1215a;;
;Ravnsby Bæk;;;54.8953155;11.3628616;Denmark;684ba036-5f52-4d24-9db5-5e3115be7ca4;DK0816;;
;Recknitz;;;54.0390656;12.5048595;Germany;;;;
;Reda;;;54.6043272;18.3505191;Poland;;;;
;Rega;;;53.7601476;15.4852774;Poland;;;;
;Reilanjärvi;;;61.0363551;21.38834943;Finland;aebb0e22-e4b3-413d-9104-3c9196f567a0;FI83008;;
;Reiu jõgi;;;58.1940573;24.7554542;Estonia;;;;
;Rendeløb;;;54.8868004;9.7061956;Denmark;5f9fc391-679a-464b-86c4-5a78e198a695;DK1139a;;
;Reppeliner Bach;Reppeliner;;54.0668234;12.4529597;Germany;;;;
;Rickleån;;;64.2388333;20.7338422;Sweden;7f87c40b-ff08-4cf5-ab71-32a4a4ce9c14;SE24000;;
;Riežupe;;;56.9698649;22.2104134;Latvia;;;;
;Riguldi jõgi;;;59.0994233;23.6049075;Estonia;;;;
;Rihula oja;;;59.5230626;26.618034;Estonia;;;;
;Rinda;;;57.431549;21.8966013;Latvia;d926a366-be8c-4360-a78f-46c040e8fc1d;LV37241;;
;Risebæk;;;55.0364263;14.8706863;Denmark;b8d456d6-1b36-4d5a-9a1c-afea66393979;DK0110;9681b8dc-18d2-4c6a-ae9e-9b37244d52df;
;Risebergabäcken;;;55.5710084;13.0696003;Sweden;;;;
;Risti oja;;;59.0010249;24.0524562;Estonia;;;;
;Risängesbäcken;;;;;Sweden;;;;
;Ritzerauer Mühlenbach;;;53.660967;10.573472;Germany;;;;
;Riva;Rīva;;;;Latvia;1206ff94-86f7-4ad2-b8d7-d0eaa96d3534;LV3561;;
;Roja;;;57.49396145;22.82372272;Latvia;309e23c4-cc6e-42cf-aa87-d5cea45d7e8d;LV3741;;
;Rolfsån;;;57.4805123;12.1174251;Sweden;d9aa335c-a7e2-4b65-af5f-549349f62e4b;SE106000;;
;Rompotinpuro;;;;;Russia;;;;
;Ronnebyån;;;56.3855521;15.2341427;Sweden;042e9ee7-193b-449a-bb00-b169df8f57dc;SE82000;;
;Roschinka;;;;;Russia;;;;
;Rosengartener;;;53.5305741;10.8128305;Germany;;;;
;Rosengartener Beek;"Rosengartener Beek; Rosengartener Bek";;;;Germany;;;;
;Rosenå;;;;;;ed1ff392-4438-4bab-99f9-a8fa2fefe831;DK0216;;
;Rosån;;;;;;9c9b9ef1-8f81-4445-8a1a-a371f1986b2b;SE11000;;
;Rotbaeck;;;;;Germany;;;;
;Runtiņš;;;57.1690326;24.7571542;Latvia;;;;
;Ruonanjoki;;;61.7022087;23.448185;Finland;70917b8a-b9fa-481e-b793-d5859c405c68;FI82033;;
;Ruonanoja;;;64.6588049;24.5253562;Finland;70ee765f-9d3d-403b-8282-378632dea293;FI82062;4a9e3458-8ae2-41c2-a6c1-df903bebe81d;
;Ryckgraben;Ryck;;54.1190197;13.2500015;Germany;;;;
;Ryde å;;;54.8042416;11.1612029;Denmark;bd5100a8-bc59-44a8-b4ef-2904107c5b91;DK0834;;
;Råbylille Kanal;;;54.9877;12.38334;Denmark;61042696-7f31-4ef1-8621-13fcd062a479;DK0747;;
;Råbäcken;;;65.8473514;14.9951499;Sweden;1799e392-e6ed-4644-8b95-581327b73d46;FI84041;;
;Rågårdsdiket;;;62.0864594;21.3348474;Finland;53ea9cc7-315d-4f10-b41a-b17edeef5b6a;FI83077;;
;Råmosegrøften;;;;;;80aa2842-b6b6-4012-ae19-409ee79016b4;DK0416;;
;Råneälven;Råne älv;;66.3434338;21.365636;Sweden;47b5b305-0afc-447e-ac2d-995597845245;SE7000;;
;Råtjärnbäcken;;;65.8526696;21.7059553;Sweden;;;;
;Råån;;;55.9681941;12.8416466;Sweden;b89a4b32-97d5-4144-87b9-d76bd46f9bf1;SE94000;;
;Rönne å;;;56.1126294;13.1669789;Sweden;5b9d1751-7247-4f7e-b34d-ef20e4977055;SE96000;;
;Rørby-Svallerup Skelgrøft;;;;;;89e5d9d2-26dc-44c0-8be9-5a88bd25aad8;DK0417;;
;Rørmose Bæk;;;55.0331246;9.5791036;Denmark;4709675c-905f-4d5c-942a-4e582a2e0b81;DK0718;;
;Saaristomeren rannikkoalue, Ahvenanmaa;;coastal area; Ahvenanmaa;59.84826;Southwest Finland;bec13076-416a-410a-bbd6-b8b9900b4687;FI82000;;
;Saaristomeri;;See Saaristomeren rannikkoalue;59.9042119;21.9276719;;;;;
;Saarjõgi;;;58.6521529;25.3605245;Estonia;;;;
;Saddelmagerrende;;;;;;c1334c3a-b9c0-41e8-8d27-8e1fce1ec8e8;DK0744b;;
;Saegebach;;;;;Germany;;;;
;Sagader Bach;"Sagarder Bach; Sagarder Bach1";;54.5223073;13.5364025;Germany;;;;
;Sahajärvi;;;60.24854545;22.97686113;Finland;3567eecc-91a7-40aa-aaf7-bf15a0ff800c;FI82022;;
;Sahaoja;;;64.5630129;24.8569724;Finland;41d6b1a5-246c-41cb-a30a-ceb340502af8;FI84129;;
;Saida;;;;;;;;;
;Saide;;;54.7043833;25.0338044;Lithuania;;;;
;Saka;;;;;Latvia;cee2d1b1-e985-4fa1-abf8-1a71ca5cdc8c;LV3541;;
;Sakskøbing Å;;;54.7932588;11.65047;Denmark;0dc620d3-3db0-4e1c-9503-cfc2c82d388f;DK0806;;
;Salaca;;;57.8355239;24.7626777;Latvia;58be9ec9-3fec-47b5-b46b-3ca3a9a82e68;LV54111;;
;Salcia;;;;;;;;;
;Salme jõgi;;;58.1694665;22.2250913;Estonia;;;;
;Saltuona;;;55.2597685;22.6801002;Lithuania;;;;
;Saluån;;;;;Sweden;;;;
;Salzau;;;54.3345105;10.359743;Germany;;;;
;Sandhagen;;;;;Germany;;;;
;Sandholm Løbet;;;60.16743;22.1156;Finland;82ba134d-1db3-4885-a980-62613756aab8;DK0842;;
;Sangisälven;;;65.9264512;23.4670722;Sweden;2a00167a-6364-4ace-8dda-3f494f7c28fe;SE3000;;
;Sargarder Bach;;;;;;;;;
;Saria;;;;;;;;;
;Sarios;;;;;Russia;;;;
;Sarvlaxträsket;;;60.44137395;26.12120066;Finland;715846bc-2582-48db-8b30-35a4bc2859ec;FI81029;;
;Sassilanjuova;;;;;;a31d2640-74bd-4b3d-a6d2-fdcb30540f57;FI83029;;
;Šata;Sata;;;;;;;;
;Sauga jõgi;;;58.5320308;24.7138603;Estonia;;;;
;Saula kr;;;;;Estonia;;;;
;Sausdravas;;;55.8445828;21.9562663;Lithuania;;;;
;Sauvonjoki;;;60.3331166;22.7096635;Finland;81207dbf-7360-434a-91af-07e35fc801b8;FI82035;;
;Saxån;;;;;;ec0ed260-a6c7-4d86-9cdd-a62b0b913c98;SE93000;;
;Schmieden Au;;;;;Germany;;;;
;Schmiedenau;;;;;;;;;
;Schwartau;;!;54.0099465;10.6754006;Germany;;;;
;Schwartau bis Barkauer See;;!;53.930861;10.70824;Germany;;;;
;Schwartau UL;;!;54.092413;10.630647;Germany;;;;
;Schwastrumer;;!;;;;;;;
;Schwastrumer Au;;!;54.5610461;9.9794481;Germany;;;;
;Schwennau;;!;54.8439595;9.540708;Germany;;;;
;Schwentine;;!;;;;;;;
;Schwentine bei Klausdorf;;!;54.294046;10.206231;Germany;;;;
;Schwentine Zulauf Sibbersdorfer See;;!;;;Germany;;;;
;Schwinge;;;53.5479998;9.4097465;Germany;;;;
;Sealand;;Sea?;;;;;;;
;Seebach (Steinhagen-Rühn);;;;;Germany;;;;
;Sege å;Segeå;;55.5658095;13.1480017;Sweden;8fead917-0d0b-4395-8770-ff0abc0a2fb2;SE90000;;
;Sehrowbach;;;54.3819695;13.267142;Germany;;;;
;Sejet Bæk;;;55.818521;9.924822;Denmark;6f86310a-1943-4304-85df-1abb2e5e91f0;DK1303a;;
;Seleznevka;Seleznevka;;;;Russia;;;;
;Selja;Selja jõgi;;59.45109;26.3650785;Estonia;9898637d-09f5-411c-9b9a-7b18ab62fb25;EEVEE1074600;;
;Selker Mühlenbach;;;;;Germany;;;;
;Selkämeren rannikkoalue;;coastal area;62.270973;21.401256;Finland;55e31c9f-7a2c-4aa0-9b82-1a72964da403;FI83000;;
;Selkämeri;;Sea, see Selkämeren rannikkoalue;61.7529933;19.4579036;;;;;
;Selångersån;;;62.4018425;17.2506283;Sweden;c05f6ae5-1c5a-4340-b087-ad764ec4b260;SE41000;;
;Šepka;;;57.3527956;26.029122;Latvia;9d23679e-6cc1-449e-af7c-a5b51f0061d0;LV5272221;;
;Serga;;;;;Russia;;;;
;Šerkšnė;Serksne;;56.2267982;22.2096285;Lithuania;;;;
;Šervinta;;;54.7065979;22.7490113;Lithuania;;;;
;Sestra;;;;;Russia;;;;
;Šešuola;Sesuola;;55.2258657;24.9587649;Lithuania;;;;
;Sešuvis;"Sesuvis; Šešuvis";;55.3198683;22.6366639;Lithuania;;;;
;SH;;?;;;;;;;
;Siesartis;;;55.242866;25.1337221;Lithuania;;;;
;Siesbek;;;54.5922913;9.8644839;Germany;;;;
;Siikajoki;;;64.71196755;24.97916109;Finland;82a61c7f-2d81-468d-8783-f8f5c154cb04;FI57000;;
;Sikån;;;64.6030365;19.9425889;Sweden;;;;
;Sildebækrende;;;55.6583981;11.1208093;Denmark;76a93e94-d93f-47f3-8d80-2e8c47c0c679;DK0415;;
;Siltakylänjoki;;;60.4973738;26.7158545;Finland;d55c37eb-8116-4bfd-9925-be8edf28b399;FI81020;;
;Simojoki;Simo;;65.9607711;26.0035953;Finland;c1d36bf9-eb37-4af7-93e4-308a4ad32a70;FI64000;;
;Sipoonjoki;;;60.3818103;25.2762209;Finland;13addfae-7b21-413b-b657-0ff53547fa25;FI20000;;
;Sirppujoki;;;60.9139424;21.7289632;Finland;7f504e70-c3cc-4e5d-82cb-170e93cac3f8;FI32000;;
;Širvinta;;;55.0463365;24.9547282;Lithuania;;;;
;Širvinta ;Sirvinta;;55.0463365;24.9547282;Lithuania;;;;
;Sista;;;59.6707212;28.8935218;Russia;;;;
;Siuntionjoki;;;60.1733141;24.2270335;Finland;c2550b54-47c6-452a-adec-be8bc73df3fb;FI22000;;
;Šiušis;Siusis;;55.4635287;21.5467457;Lithuania;;;;
;Själsöån;;;57.6928944;18.3771398;Sweden;;;;
;Skaļupe;Skalupe;;57.2563867;25.0777942;Latvia;6c66ddbf-e896-4ef1-871c-5d18072d3f0c;LV523181;;
;Skeboån;;;59.9992975;18.6038932;Sweden;9986dd3a-64cb-4f37-b515-91316cdf386b;SE57000;;
;Skellefteälven;;;65.2079206;19.3583393;Sweden;ac80d90e-d40e-44c2-84b3-9c0fa0a04ba4;SE20000;;
;Skellerup Å;;;56.2057506;10.495123;Denmark;75ed0282-0167-474d-a06b-55279fd7c826;DK1405;;
;Šķērvelis;Šķervēlis;;56.5809641;21.9853156;Latvia;5b1b8716-91cd-49bc-a89f-8965b8e2a2ca;LV36741;;
;Skjoldemose Rende;;;55.102822;10.475999;Denmark;b38add47-00fc-42cd-a1d5-802c089b012f;DK0919;;
;Skräbeån;;;56.0560958;14.4753429;Sweden;762c1fd8-c18c-4451-9c63-fbff6c331ceb;SE87000;;
;Skrövån;;;66.8455743;21.6871065;Sweden;;;;
;Skulle Bæk;;;;;;b14f0b59-0e41-4689-a5eb-d449affbe155;DK1211;;
;Skydsbæk;;;54.9022956;10.2748403;Denmark;398bbe65-81e8-414f-8fef-8506c2797d4e;DK0951;;
;Skärjån;;;61.0447527;17.0840618;Sweden;6f81e5dd-dea8-4f79-b527-03bb4c3eda3e;SE49000;;
;sl_03_b;;?;;;Germany;;;;
;sl_05_a;;?;;;Germany;;;;
;sl_05_b;;?;;;Germany;;;;
;sl_07;;?;;;Germany;;;;
;sl_08;;?;;;Germany;;;;
;sl_09_a;;?;;;Germany;;;;
;sl_09_b;;?;;;Germany;;;;
;sl_10_a;;?;;;Germany;;;;
;sl_10_b;;?;;;Germany;;;;
;sl_11;;?;;;Germany;;;;
;sl_12;;?;;;Germany;;;;
;sl_13;;?;;;Germany;;;;
;sl_15;;?;;;Germany;;;;
;sl_16;;?;;;Germany;;;;
;sl_17;;?;;;Germany;;;;
;sl_18_a;;?;;;Germany;;;;
;sl_18_b;;?;;;Germany;;;;
;Slupia;Słupia;;54.2870772;17.3242956;Poland;;;;
;Slåttmossdiket;;;62.1291448;21.3632926;Finland;8c80f456-c124-4ba1-9853-4baf927f52bd;FI83079;;
;Smiltelė Baltic sea;"Smiltele; Smiltelė Baltic sea";;55.666452;21.172667;Lithuania;;;;
;Smolyakov;Smolyachkov;;60.19453;29.48542;Russia;;;;
;Smörbäcken;;;63.877023;20.0606895;Sweden;;;;
;Snoderån;;;;;;4e267563-4296-46f6-b6f0-d75a8d22d400;SE118000;;
;Snogbæk;;;54.9605145;9.6918777;Denmark;23aee074-89fc-463c-9038-f1b53e67fb68;DK0506;;
;Snärjebäcken;;;56.8481007;16.2740081;Sweden;af2dd8d6-c39a-443d-86f0-62d7c77976b6;SE76000;;
;Soklotdiket;;;63.5447523;22.5912758;Finland;37998bbe-405c-4e94-82d5-62d3fb9d7bff;FI84019;;
;Solka;;;;;Russia;;;;
;Solrød Bæk;;;55.5349948;12.1952829;Denmark;6d3af488-987b-4673-9279-52a32f6fc736;DK0504;;
;Sõmeru oja;;;59.3602283;26.4408764;Estonia;;;;
;Sommerdorfer Mühlbach;;;;;Germany;;;;
;Soonda oja;;;58.592804;23.2952009;Estonia;;;;
;Sõreda oja;;;59.418872;26.9388066;Estonia;;;;
;Sorterende;;;54.7463822;11.1048629;Denmark;5aa3219e-fdfd-4e04-96e1-19b47e2ff46a;DK0839;;
;Sõtke jõgi;;;59.3631738;27.6975262;Estonia;;;;
;Spangsbæk;;;55.2371172;9.6101618;Denmark;4ec4cabd-6fe0-4e8c-b76b-04bce2dfd9d7;DK0516;;
;Spegerborgrenden;;;;;;610d3207-038f-418a-81b3-828879350ba6;DK0609;;
;Spengla;;;54.4039361;24.7307319;Lithuania;;;;
;Spolsau;;;54.2515018;10.3291084;Germany;;;;
;Spongså;;;55.965258;10.2463389;Denmark;28fc7633-4dce-4c7d-8ef3-c8e1c8aba350;DK1315;;
;st_03_a;;?;;;Germany;;;;
;st_03_d;;?;;;Germany;;;;
;st_04;;?;;;Germany;;;;
;st_06;;?;;;Germany;;;;
;Stadtgraben;;;54.098706;13.3711382;Germany;;;;
;Stangebæk;;;55.0201013;15.1159537;Denmark;4f914977-11ed-4529-90ba-6959caeef57d;DK0117a;;
;Starrbölebäcken;;;;;;6407a5e9-4372-4216-baff-226295dc8426;FI81077;;
;Stavidså;Stavids Å;;55.4395303;10.2067324;Denmark;;;;
;Stavreby Bæk;;;;;;d0163a27-9f07-4d90-86d2-a8c5388007c7;DK0527;;
;Steinau/bei Nusse;;;53.660941;10.582065;Germany;;;;
;Steinbek;;;53.921187;10.4049781;Germany;;;;
;Steinhagen;;;;;;;;;
;Stenbæk;;;56.9930154;9.3224611;Denmark;5a4213ad-1158-40e7-b4df-9fdc15a46c53;DK1406;;
;Stenbitbäcken;;;62.5728673;17.2900738;Sweden;;;;
;Stenshave Bæk;;;55.0671893;12.0993761;Denmark;17d17862-c947-456c-9957-119be9d83ba9;DK0530;;
;Stenån;;;61.9889795;15.2344575;Sweden;314f43b0-a8b2-4f67-94a6-0b6b18422620;SE97000;;
;Stepenitz;;;53.843174;11.1234841;Germany;;;;
;Stokkebæk;;;55.1493524;10.5925796;Denmark;;;;
;Stokkemarkeløbet;;;;;;06dad048-9756-4cde-9ef7-79e5a3a16452;DK0812;;
;Storbäcken;;;64.6172678;17.9146178;Sweden;7d15df52-ca51-4914-a133-45ddc6b10f3a;FI83106;;
;Storträsk (Åland);;;60.2304214;19.8998137;Finland;48c69830-5fb6-4723-8392-167e422a95b0;FI82038A;;
;Storträsket;;;66.07552255;23.23430707;Sweden;719312c8-ebdb-48d1-9179-f23cb01e6f9b;FI82008;e073e339-2dde-4651-9f03-71a0fdf65aff;
;Storå;Storaa;;;;Denmark;;;;
;Storån;;;57.7025333;11.97065154;Sweden;d3ac8c30-8b51-4348-a742-83fb6ac448a9;SE70000;;
;Storängsbäcken;;;60.3872513;25.5040208;Finland;699f678a-96e2-4eff-8fe3-886e5e1253b9;FI81037;3f4725d1-24b3-42a5-af71-9f8745c78e2b;
;Strandby Bæk;;;55.1770753;15.00241;Denmark;5d03c821-6862-4172-be6a-660c22b9240c;DK0129;;
;Strasburger Mühlbach;;;53.4988484;13.8000135;Germany;;;;
;Strasburger Mühlbach;;;53.4988484;13.8000135;Germany;;;;
;Strasburger Mühlenbach;;;;;;;;;
;Straßburger MB;;;;;Germany;;;;
;Strehlower Bach;;;53.242846;13.804033;Germany;;;;
;Stridbäcken;;;;;Sweden;;;;
;Strīķupe;Strikupe;;57.3716554;25.2563999;Latvia;8d0639e9-3565-4d52-865a-38c159755b46;LV52361;;
;Strinneån;;;63.1840463;17.4311248;Sweden;;;;
;Strömbäcken;;;62.8802713;21.4130406;Finland;65b87049-5b82-4552-8cb0-714061062b5e;FI83117;;
;Strömsbäcken;;;60.0928594;24.4947689;Finland;9383a4eb-0cd9-4731-9a43-259894acd7d5;FI83112;;
;Strömsuntinoja;;;61.6362701;21.6353227;Finland;4a848420-0c75-42ac-a4ff-5fb77cb686fd;FI83050;;
;Strömsån;;;58.94647525;11.20313248;Sweden;f3cb6f8d-c925-402e-8268-ad0f2929c0ea;SE111000;;
;Stubberup bæk;;;56.7287426;9.9630272;Denmark;;;;
;Stutteribækken;;;;;;3a17c0e5-c4c9-4182-89e9-78860f5c6c81;DK1006;;
;Støvlebæk;;;55.4329388;11.2022973;Denmark;fcb9b453-5b58-450f-bfcc-913c2140fcc9;DK0603a;;https://www.openstreetmap.org/copyright
;Sulvanjoki;;;;;;62745b50-4f5a-42d0-bf34-5f33ca8d0579;FI83125;;
;Summanjoki;Summajoki;;60.7374614;27.1125669;Finland;d2a43b0a-959c-4cc8-ad9a-1bd9cbbeccf7;FI13000;;
;Šunija;Sunija;;55.4234197;22.427645;Lithuania;;;;
;Suomenlahden rannikkoalue;;Coastal area;60.169418;25.171636;Finland;df57baf8-e37d-4719-9538-32f9b36afdf5;FI81000;;
;Suseån;;;56.8576606;12.7532421;Sweden;5b699eeb-560e-40a8-a81a-6ff0855d5660;SE102000;;
;Sustis;;;55.4374918;21.8747351;Lithuania;;;;
;Svartbäck (Åland);;;60.2180418;20.1763995;Finland;460ecd00-27df-44ce-b2ed-fd1717bdcf8c;FI82043A;;
;Svartbäcken;;;59.8695039;17.6320585;Sweden;0b2e5870-e22d-4165-9456-37c62dec8497;FI81022;;
;Svartkärrsbäcken;;;63.2125936;22.0805938;Finland;e5dacd6f-5a1e-4104-8324-b160b19868a8;FI84004;;
;Svejsrende;;;54.794073;12.0981671;Denmark;2cc953eb-f359-4d9d-af0e-56a04224ea35;DK0744a;;
;Svenskbybäcken;;;60.07347;23.1969;Finland;4b9e6511-563b-49b5-ae3f-8a7fb3adc7c0;FI82012;;
;Svenskebæk;;;55.116362;14.9079546;Denmark;;;;
;Sventoji;;;55.6268079;25.3207397;Lithuania;;;;
;Šventoji;;;55.6268079;25.3207397;Lithuania;;;;
;Sventoji (Neris);;;55.7697164;25.7287973;Lithuania;;;;
;Sventoji B;;;56.0304995;21.0790321;Lithuania;;;;
;Šventosios basin;;;56.030135;21.081431;Lithuania;;;;
;Svētupe;Svetupe;;56.725406;26.185918;Latvia;f668d5e9-6323-4ac7-b909-7c481804728b;LV53811;;
;Svärtaån;;;58.817705;17.0924859;Sweden;ae77b65e-6bbe-49ce-9305-8a9c8c536b41;SE64000;;
;sw_01_a;;?;;;Germany;;;;
;sw_02;;?;;;Germany;;;;
;sw_05;;?;;;Germany;;;;
;sw_13_b;;?;;;Germany;;;;
;sw_21;;?;;;Germany;;;;
;sw_28;;?;;;Germany;;;;
;sw_35_b;;?;;;Germany;;;;
;sw_38;;?;;;Germany;;;;
;Swinow;;;53.9259761;13.4105827;Germany;;;;
;Süderbeste;;;53.7485564;10.3398095;Germany;;;;
;Sydlige vandl i Alslev Skov;;;;;;d12290c7-ac5f-43d5-b7ef-dfcfc523c290;DK0727a;;
;Šyša;"Sysa; Šyšos basin";;55.325977;21.3859879;Lithuania;;;;
;Sägebach;;;;;Germany;;;;
;Sälgträskbäcken;;;;;Sweden;;;;
;Sävarån;;;63.8069508;20.5654689;Sweden;6e1a4e55-51f1-4073-a7b9-54e0a1f689f5;SE26000;;
;Søborgkanalen;;;;;;4af1a547-8194-4664-bfdd-07580732f77c;DK0724;;
;Söderköpingsån;;;;;;d96d3988-1d93-4b7e-ac37-0c2258bec024;SE68000;;
;Sømose Bæk;;;55.0230757;12.4264203;Denmark;f36f1dc5-e293-4666-ae3e-0c80baf7c17d;DK0749;;
;Taaliku pkr;;;58.60446;22.979136;Estonia;;;;
;Taalinlahdenoja;;;61.40211;21.53284;Finland;0d39b2b3-4d88-4ae3-a26c-2bef1c4b00da;FI83031;;
;Taasianjoki;;;60.6111499;26.2894448;Finland;6acf35b3-d128-422e-86f5-6b87b3d8aec4;FI15000;;
;Taipaleenjärvi;;;62.4084358;24.57330852;Finland;363612e0-a5ce-4640-9227-7c020e352dd3;FI82066;;
;Tammispea oja;;;59.5508544;25.8335001;Estonia;;;;
;Tarnewitzer Bach;;;53.9493621;11.2153124;Germany;;;;
;Tarvantojoki;;;68.42716665;22.88666819;Finland;;;;
;Tavelån;;;63.9648096;20.1476502;Sweden;;;;
;Tavleån;;;;;;03eb8753-114b-4e36-811c-50dc687607d3;SE27000;;
;Tążyna;;;;;;;;;
;Tchernaya;;;;;Russia;;;;
;Tebra;;;;;Latvia;a8a02d00-895a-4c74-b436-5a4623284b16;LV354411;;
;Teetzlebener Mühlenbach;;;53.650541;13.230403;Germany;;;;
;Tegelbek/Twisselbek;;;53.887638;10.343276;Germany;;;;
;Tehumardi pkr;;;58.187249;22.241235;Estonia;;;;
;Teinijärvenoja;;;61.9520227;21.4379235;Finland;6837fc13-2db3-42c5-9fca-670ca5011bc5;FI83071;;
;Temmesjoki;;;64.8012667;25.5066442;Finland;f7c2e6d2-fd5f-4997-a1df-78e175f90a2a;FI58000;;
;Tenenys;;;55.4526979;21.9079994;Lithuania;;;;
;Tenojoki;;;;;;2cdb8a14-fab7-41f9-a9d7-6a76f4ea8985;FI68000;;
;Tensfelder Au;;Au Ol;54.0745806;10.3621782;Germany;;;;
;Tensfelder Au OL/Schlamersdorfer Moorgraben;;Au Ol;;;Germany;;;;
;Teppnitzbach;;;53.8225507;11.7062088;Germany;;;;
;Terteboån;;;;;;;;;
;Tervajoki;;;63.0008527;22.1709382;Finland;38ba548a-75d4-49b3-8d6a-242b57966c9e;FI07000;;
;Tessenitz;;;53.9994688;11.9193913;Germany;;;;
;Testeboån;;;60.6954319;17.1586086;Sweden;a0acb1e3-8133-4075-910b-ec0ff669cfb7;SE51000;;
;Testorfer Au;;;53.5378697;10.8656068;Germany;;;;
;Teuvanjoki;;;62.4572666;21.6290664;Finland;453fab18-4b4e-460c-9572-22bfeac30271;FI38000;;
;Thorstorf;;;53.9086014;11.2172182;Germany;;;;
;Tikkalanoja;;;65.6751354;24.8679612;Finland;af353f27-0b94-469c-a0d1-c500efbea52b;FI84142;;
;Timmkanal;;;58.1412637;24.6482992;Estonia;;;;
;Tirtsi jõgi;;;58.4339686;22.2910378;Estonia;;;;
;Tiskre;;;59.4391588;24.5701015;Estonia;;;;
;Tjærbæk;;;56.3545469;9.8505273;Denmark;;;;
;Tjæreby rende;;;55.3669511;11.2228239;Denmark;36b48ad5-abf9-48c2-a80f-d191d057d229;DK0615;;
;Toböle träsk (Åland);;;60.3385289;20.01881286;Finland;7923214b-fe18-4dbc-b71d-c0d0c12cbb3e;FI82046A;;
;Tohkoja;;;64.33809;23.97259;Finland;c27e52cb-2527-4144-8b03-855097c4d964;FI84075;;
;Tohrstorfer Bach;;;;;;;;;
;Toikonoja;;;;;;77973b10-4655-4503-adcb-d2c28d1180e2;FI84134;;
;Toivola;;;;;Russia;;;;
;Tolkkijoki;;;67.1905958;21.379034;Sweden;;;;
;Tolkuse oja;;;58.1581776;24.6263956;Estonia;;;;
;Tollense;;;53.6665773;13.2494932;Germany;;;;
;Toolse jõgi;;;59.4591453;26.4680726;Estonia;;;;
;Topjoki;;;60.323281;22.9396696;Finland;5a8244d1-c480-46b0-beaf-e764135ea1cd;FI82032;;
;Tornebæk;;;55.1858511;14.9969818;Denmark;aefb4755-b400-401c-8a25-e1e4c196ad4d;DK0130;;
;Tornionjoki;"Torneälven; Torne; Torniojoki";;67.3056627;22.6071819;Border;7fa9b6d7-9946-4df4-b62e-03210df96457;FI67000;df678202-79e7-4718-8820-80d71d4b814f;
;Torsbäcken;;;56.8011946;16.3222097;Sweden;;;;
;Tõrvajõgi;;;59.3826637;28.0605944;Estonia;;;;
;Tõrvanõmme oja;;;58.2982514;24.0518782;Estonia;;;;
;Tõstamaa jõgi;;;58.3363667;23.996777;Estonia;;;;
;Tostarpsbäcken;;;;;Sweden;;;;
;Tradebæk (Sejerø);;;55.880597;11.134621;Denmark;ff4f0c3b-5cd8-47eb-998f-25394c39a5f9;DK0420;;
;Tranemose Grøft;;;55.7014673;11.1226443;Denmark;96d34777-b987-4615-9d31-5a4112bf55ed;DK0413;;
;Trave;Trave I;;53.8463887;10.6588451;Germany;;;;
;Trebel;;;54.0929519;12.8625462;Germany;;;;
;Treimanni oja;;;;;Estonia;;;;
;Treppoja;;;59.3466766;24.3047456;Estonia;;;;
;Trolssinoja;;;;;;1e9042fa-a93e-4dfb-b952-8b4241e58d10;FI83069;;
;Trosaån;;;58.9000932;17.5467279;Sweden;73020aa5-9449-4914-a631-b07ddcfaafc5;SE63000;;
;Trunnerupsbäcken;;;;;Sweden;;;;
;Trutviksträsk (Åland);;;;;;6f39aa53-b2b2-4494-8b6e-80a27f645255;FI82035A;;
;Tryssjöbäcken;;;;;Sweden;;;;
;Träskinoja;;;61.4946612;21.5894701;Finland;eed02af5-e908-4b5c-ab79-24111c7cc0d5;FI83037;;
;Tuhala jõe suudmest haruoja;;;59.193069;24.96915;Estonia;;;;
;Tuhala jõgi;;;59.1640451;24.97654;Estonia;;;;
;Turveoja;;;64.86667;24.78333;Finland;db23edd5-0fe8-4f99-82b8-f28ff5f4ccb6;FI84098;;
;Tuulomajoki;;;68.7557519;32.3586908;Russia;acaf79c1-3b92-419a-ba73-fc53d428209e;FI72000;;
;Tuuraste oja;;;58.3761313;24.2358284;Estonia;;;;
;Tvarkante;;;55.4697185;23.217448;Lithuania;;;;
;Tvärån;;;63.8292872;20.2220265;Sweden;;;;
;Twisselbek;;;53.8872194;10.3444014;Germany;;;;
;Tyresån;;;;;;a81f8ca1-0486-4b12-bfb0-04de057837b3;SE62000;;
;Türisalu;;;59.40221985;24.32566792;Estonia;;;;
