freshwater_id;originalname;othernames;flag;lat;lon;country;ICES_GUID;ICES_key;ICES_GUID_duplicate;
;81;;what is this;;;;;;;
;83;;what is this;;;;;;;
;Hohen Sprenzer Mühlbach;;;53.9189;12.21412;Germany;;;;
;Hohenfelder Mühlenau;;;53.602968;9.906107;Germany;;;;
;Hohler Bach UL;;;;;;;;;
;Holebæk;;;;;;1c0ec80e-352d-4027-8e25-bc12e472d9f3;DK0910;;
;Holmbacher Graben;;;;;;;;;
;Holmen;;;;;;b2374094-9e48-41be-85d4-31088eeedf31;DK0418;;
;Hopfenbach;Hopfenbach (Brüeler Bach);;53.733963;11.737639;Germany;;;;
;Hounijoki;;;60.85478485;28.33542352;Finland;6c8a98bc-1a57-4b7f-9ac4-071f992b24f2;FI06000;;
;Hovgårdsløbet;;;;;;068bd35f-eeb6-42f0-9d56-07d64d1c4be7;DK0746b;;
;Hugraifsån;;;;;Sweden;;;;
;Hulbæk;;;54.94957385;12.29801328;Denmark;31e20b4b-ec16-43c4-94f5-befc6beaaf0c;DK0502;;
;Hulbyrenden;;;;;;2e06690b-2691-4853-93b7-380ef55344b4;DK0607;;
;Hullebæk;;;54.799826;11.9257289;Denmark;3bf70f6a-305f-46fc-9761-e7a2f9fe3a61;DK0113;;
;Humalaste jõgi;;;58.144883;24.9228235;Estonia;;;;
;Humbæk;;;54.9076057;10.0134085;Denmark;c2973c35-e741-4847-850d-57918b15e77d;DK1120;;
;Humlebæk;;;55.9618789;12.5305462;Denmark;e04daf08-6789-47f3-ba9f-5b71bcbc7f19;DK0210;;
;Hunså;;;54.7845189;11.4946738;Denmark;ba5bb909-c221-4663-a080-f9a5e6d5076f;DK0811;;
;Husån;;;;;Russia;6c63b242-9756-4449-9016-2cebeadf6f18;SE33000;;
;Huumosen-oja;;;;;Russia;;;;
;Hüttener Au;"Huttener Au; Huttener";;54.39585105;9.723746545;Germany;;;;
;Hällkroksbäcken;;;;;Sweden;;;;
;Härkmeriå;;;;;;b7288b95-7e6e-435e-8355-70893052c76c;FI83081;;
;Häädemeeste jõgi;;;58.0352994;24.5512705;Estonia;;;;
;Höbringi oja;;;59.1320898;23.5796366;Estonia;;;;
;Højby Sørende;;;55.9201269;11.6125427;Denmark;48d00999-2d8d-4afc-b7ee-211a1980c18c;DK0402;;
;Höje å;;;55.6536228;13.2632776;Sweden;1bd9d5c5-a714-4e91-a9a2-f8af291a53aa;SE91000;;
;Hörnån;;;61.7503464;17.080687;Sweden;c9ba66c7-894f-41fe-a963-d16459d52f41;SE29000;;
;Idbyån;;;;;Sweden;618650c0-aa81-4221-88ae-5afa5474ceb5;SE35000;;
;Ihodenjoki;;;60.9775296;21.5685491;Finland;d0c59548-8c86-4255-9769-db89726fbbaf;FI83002;;
;Iijoki;;;65.3794125;26.8618001;Finland;5c7b234a-0dee-4370-8967-ab598727bab1;FI61000;;
;Ikla pkr;;;57.884376;24.435436;Estonia;;;;
;Ilolanjoki;;;60.4542726;25.7616698;Finland;27f77188-9480-4711-811e-43c1ce28631f;FI17000;;
;Ina;;;;;Poland;;;;
;Inčupe;;;57.2246529;24.3976972;Latvia;;;;
;Indalsälven;;;63.281089;15.0415096;Sweden;7e1d512d-8113-4221-a625-f72b062dc775;SE40000;;
;Ingarskilanjoki;"Ingarskila; Ingarskilajoki; Ingarskila å";;60.0795247;24.0644508;Finland;a01e9061-6ff7-4743-b4f2-d8ebc0d0182e;FI81064;;
;Ingå å;;;60.0585697;23.9397598;Finland;d40daa9c-7d08-4850-a44a-46f38566e7c0;FI81066;;
;Innerfjärd diket;;;;;;e7dec6d5-516a-4bc9-a557-e53fb84d9ed9;FI83104;;
;Inviksån;;;63.0149015;18.1857885;Sweden;;;;
;Irbe;;;57.5828943;21.9884484;Latvia;3e676a3c-db67-4288-a38c-bd88fbc9b5bc;LV37211;;
;Irtuona;;;55.421463;22.2944803;Lithuania;;;;
;Isebæk;;;55.1292632;10.7679252;Denmark;478ca64c-e950-48f7-adbe-7bec75752a04;DK0929;;
;Isojärvenoja;;;61.7727777;21.55155;Finland;8983733b-0eea-43a7-884a-cae4770d233a;FI83061;;
;Iso-Ruonaoja;;;67.511193;24.322757;Finland;f6e1b4f5-6b34-4719-ae83-eb3330182fa1;FI84151;;
;Jarubynas;;;;;;;;;
;Jaunupe;;;57.5244548;21.6826068;Latvia;6f3bd390-3f39-41d8-bfa8-af1c81998e79;LV54112;;
;Jeksen Bæk;;;56.0998564;9.9834741;Denmark;;;;
;Jevenau;;;54.230006;9.6674416;Germany;;;;
;Joensuunperänjoki;;;60.97504;21.40769;Finland;e4641ee8-4b3f-4295-8577-70ed0d6c14b4;FI83006;;
;Johannisbek OL;;;54.208058;10.862282;Germany;;;;
;Jugla;;;56.9866188;24.2431336;Latvia;;;;
;Jukkola east;;;;;;;;;
;Jukkola middle;;;;;;;;;
;Jukkola west;;;;;;;;;
;Juodupis;;;55.5980188;21.5557118;Lithuania;;;;
;Jūra;"Jūros basin; Jura";;55.834826;21.186178;Lithuania;;;;
;Jusinė;Jusine;;54.9348427;25.5332404;Lithuania;;;;
;Jutland;;;55.93969045;9.318056168;Denmark;;;;
;Juustilanjoki;;;;;;fcd75849-c87f-4321-904a-af2ba8beaa38;FI05000;;
;Jyryjoki;;;67.8;22.73333;Sweden;;;;
;Jåpan;;;;;;a6d10391-d639-4d0d-ba84-8a0beea0c116;FI84021;;
;Jägala jõgi;Jägala;;59.2422435;25.4513974;Estonia;8b794ab7-0796-40e4-a59f-559190d8e13f;EEVEE1083500;;
;Jämaja oja;;;57.9929947;22.0855099;Estonia;;;;
;Jänisjoki;;;62.5873616;30.48246153;Finland;60c2386c-8865-4fcf-8ceb-101b04a0f161;FI01000;;
;Järveoja;;;59.2435863;24.750529;Estonia;;;;
;Jävreån;;;65.1445047;21.5033053;Sweden;8ad068bd-f350-4de2-a377-9fdf6f60b3d5;SE16000;;
;Kaakamojoki;;;;;;2ffb6d61-cf50-4830-8d89-f42ef947e981;FI66000;;
;Kaberla oja;;;59.4694037;25.2471363;Estonia;;;;
;Kabli oja;;;57.9880247;24.4875078;Estonia;;;;
;Kacza;;;;;Poland;;;;
;Kadaka oja;;;59.1191292;24.7475865;Estonia;;;;
;Kærby Å;;;55.6565872;11.1610573;Denmark;3ee50299-46d7-4789-b11c-79379cbb6086;DK0414;;
;Kærum Å;;;55.2582465;9.9381628;Denmark;c9e4dd1f-ba51-420b-a4ae-fc7c3e825e95;DK1015;;
;Kagghamraån;;;;;Sweden;;;;
;Kaitajanoja;;;63.1153585;22.0792838;Finland;089c801d-cc75-4768-a465-e5ab262f702c;FI84002;;
;Kalajoki;;;64.260017;23.950545;Finland;00351e18-84e7-4f6b-a95b-c70c2cf7c70a;FI53000;;
;Kaldamäe oja;;;59.1353439;24.044977;Estonia;;;;
;Kalimeenoja;;;65.0865207;25.555643;Finland;07031144-6daf-4adb-879d-6c708d6eec84;FI84114;;
;Kalix älv;;;65.9264512;23.4670722;Sweden;;;;
;Kalixälven;;;67.3368995;22.0301235;Sweden;192d70ea-6b19-4982-ae4a-d4bffe88bd3c;SE4000;;
;Tärendöälven;Kalixälven-Torneälven;Bifurcation river;67.3368995;22.0301235;Sweden;;;;
;Kaljasjoki;;;61.037581;21.5353567;Finland;eea9cbe5-b7bc-4774-a153-5613bdc7e237;FI83012;;
;Kampeløkke Å;;;55.2796752;14.7982782;Denmark;c9d2ec66-0378-4bfd-985c-b899ee6d2746;DK0142;;
;Kanal fra Hasselø;;;;;;9b3e32e3-bf2b-4a90-90d7-0b80c103ecfd;DK0739;;
;Kanan-oja;;;;;Russia;;;;
;Kanaoja;Kana-oja;;;;Russia;;;;
;Kangosjoki;;;67.893895;23.591079;Finland;;;;
;Karepa oja;;;59.5192284;26.3959012;Estonia;;;;
;Karismamaanoja;;;;;;05e9db31-1150-419b-9478-e005fb88f0c8;FI84149;;
;Karjaanjoki;;;60.4791828;24.2128935;Finland;9c0aae9d-4027-42f3-ab36-9021a2c2bd6f;FI23000;;
;Karlstrup Mosebæk;;;55.5585793;12.2349211;Denmark;a6845506-acd5-48bc-b90d-78914dcdeb0b;DK0503a;;
;Karperöström;;;;;;150d0b57-7a0e-4bb8-83bc-5d5189452679;FI83126;;
;Karviaistenoja;;;60.32296;22.9628;Finland;02bba20f-fea3-48c7-a909-2688a5e4d986;FI82030;;
;Karvianjoki;;;61.9917443;22.25614969;Finland;7e309ada-41b4-49a0-b42f-dd067d4f23f3;FI36000;;
;Kasalanjoki;;;61.9903297;21.4300986;Finland;defcf407-5d7f-42c1-a15b-b909a90e634f;FI83073;;
;Kasbæk;;;54.9319533;11.2554717;Denmark;678cc8bc-84fa-4aeb-bc9b-12df2c147947;DK0819;;
;Katinkarinoja;;;60.67782;21.58078;Finland;dea9ca99-a9ce-4d79-9de5-773707fac1d4;FI82058;;
;Katzbach;;;;;Germany;;;;
;Keibu pkr;;;59.239404;23.747456;Estonia;;;;
;Keihäsoja;;;64.2529054;23.8479125;Finland;44d37dae-986b-4df6-8344-36ad6a5935ee;FI84072;;
;Keila jõgi;Keila;;59.1870524;24.7360338;Estonia;860f8174-eab0-4688-ad7a-d93986b9225b;EEVEE1096100;;
;Keiskinjärvi;;;63.9161673;23.43057387;Finland;14509eaa-049b-464c-97d3-84cc27e5e5a0;FI84053;;
;Kellahdenjoki;;;61.5989727;21.7167543;Finland;5a63c4d7-8c07-46fe-8adb-aa5c824fe881;FI83046;;
;Kello-oja;;;;;Russia;;;;
;Kemijoki;;;66.7677309;27.3857276;Finland;30f9af15-1719-446e-825f-6a84f42978dc;FI65000;;
;Kemijoki (Viena);;;67.9701047;28.9931957;Finland;7a998397-c36f-4074-83d4-bd88ca533593;FI74000;;
;Kena;;;;;;;;;
;Keräntöjoki;;;67.66667;22.7;Sweden;;;;
;Keräsjoki;;;65.9632272;23.790465;Sweden;fb4e843b-ce4d-4433-a1ca-d8021ccd3d23;SE2000;;
;Khabolovka;;;59.67694;28.42834;Russia;;;;
;Khrevitsa;;;59.26588;28.84448;Russia;;;;
;Kiebitzbek;;;54.3270464;10.2197038;Germany;;;;
;Kiiminkijoki;;;65.05777;26.3618629;Finland;81ce706e-a014-41a5-ab03-36c16c13fd2e;FI60000;;
;Kilaån;;;58.7378579;16.7749538;Sweden;918e2d4c-301c-499d-b108-85b57b30d49f;SE66000;;
;Kiljatu oja;;;58.4554033;21.959017;Estonia;;;;
;Kindelbæk;;;55.4959385;11.1856086;Denmark;06726b9c-d801-427c-990d-f13da04c6e60;DK0602;;
;Kirakkaoja;;;66.61034;29.13713;Finland;4126a221-3be9-4b99-b429-651aa6096909;FI82016;;
;Kirnuoja;;;;;;ab75ec56-6c3f-4169-8a25-387559a20c9b;FI84146;;
;Kirrin-oja;;;;;Russia;;;;
;Kiruma pkr;;;58.47028;22.37639;Estonia;;;;
;Kiruma pkr ülemine haru;;;;;Estonia;;;;
;Kiskonjoki;"Kiskonjoki-Perniönjoki; Kisko-Perniönjoki; Kisko-Perniönki";;60.143103;23.1287774;Finland;6bb2c2d4-0311-4b28-a7d3-01bd3bddad9e;FI24000;;
;Ķīšupe;Kisupe;;57.2866023;24.4330855;Latvia;;;;
;Kiteenjoki-Tohmajoki;;;61.993116;30.562392;Russia;e71a8146-009f-48de-a85f-59248162cc70;FI02000;;
;Kitkiöjoki;;;67.7723487;23.2413203;Sweden;;;;
;Kivioja;;;64.0807216;24.5564486;Finland;e8af5bf3-8fba-4834-9a31-017bdfcd9c53;FI84059;;
;Klaasbach;;;53.864248;11.7076355;Germany;;;;
;Klakring Bæk;;;;;;f3dd24a8-4c07-4c07-a9f2-8a30ef08692d;DK1227;;
;Klappmarksbäcken;;;64.0792773;20.4078312;Sweden;;;;
;Klintebæk;;;55.1652556;15.0310293;Denmark;9ddd5d61-bec1-46b7-8015-b10c96591224;DK0126;;
;Klintsø Landkanal;;;;;;a1c60524-a03b-4df8-9bde-7ab6fff65c06;DK0403;;
;Kloostri jõgi;;;59.1958539;24.1627643;Estonia;;;;
;Klosterbach;;;;;;;;;
;Klützer Bach;Kluetzer Bach;;53.9569593;11.1199185;Germany;;;;
;Knarhøj Bæk;;;;;;4b3be5a6-6a14-4761-b153-894493f9b2db;DK1142;;
;ko_02;;!;;;Germany;;;;
;ko_10_a;;!;;;Germany;;;;
;ko_10_b;;!;;;Germany;;;;
;ko_10_c;;!;;;Germany;;;;
;ko_13;;!;;;Germany;;;;
;ko_15;;!;;;Germany;;;;
;ko_20;;!;;;Germany;;;;
;ko_23;;!;;;Germany;;;;
;Kobækrenden;;;;;;8e8aecf9-2d28-4638-8d52-85307d15acd3;DK0608;;
;Kobek;;;;;Germany;;;;
;Koerchow;;;53.4433767;11.0613673;Germany;;;;
;Koerkwitzbach;;;;;Germany;;;;
;Koesterbeck;;;54.05316775;12.22659885;Germany;;;;
;Kogelsebæk;;;;;;32ff3bfc-8083-4bfe-bb5c-31dc80f36bce;DK0827;;
;Kohtla jõgi;Kohtla;;59.3644131;27.1088103;Estonia;;;;
;Kohtla oja;;;59.31328;27.2550725;Estonia;;;;
;Koivistonpuro;;;;;Russia;;;;
;Koja, Letiza, Skervelis;;;;;;;;;
;Kokemäenjoki;;;61.2801884;22.6963806;Finland;5c449e92-a228-41bb-97aa-4b4f8f87a9b5;FI35000;;
;Kolding Å;Kolding;;55.5006308;9.4267598;Denmark;;;;
;Kolga jõgi;;;59.4712416;25.5993916;Estonia;;;;
;Kolga oja;;;57.6046366;26.8037511;Estonia;;;;
;Kolmårdsbäcken;;;58.6697336;16.4099587;Sweden;;;;
;Kongla oja;;;59.4616796;26.6525712;Estonia;;;;
;Koolimäe oja;;;59.593519;26.018571;Estonia;;;;
;Kopparviksbäcken;;;;;Sweden;;;;
;Korģe;Korge;;57.7623306;24.588428;Latvia;a4f6fb92-7c5e-4465-acab-72e3cfb9472b;LV54121;;
;Korleputer Bach;;;;;;;;;
;Korleputer Mühlbach;;;53.885179;12.347706;Germany;;;;
;Korpilahdenoja;;;;;;07bf8faf-f1b5-4078-a248-ee0ed4a7141f;FI84048;;
;Korsbæk;;;54.6621189;11.8212444;Denmark;b0138114-8318-4c8f-b7f4-db2ff30cbf0f;DK0719;;
;Kõrtsioja;;;59.0873584;23.9818937;Estonia;;;;
;Koseler;;Au, Au Ol;;;;;;;
;Koseler Au;;Au, Au Ol;54.5091868;9.7575069;Germany;;;;
;Koseler Au Ol / Graben II;;;;;Germany;;;;
;Koskenkylänjoki;Koskenkylänjoki eli;;60.6148981;26.006673;Finland;cec6fbe3-a563-4846-9478-472f3f83777e;FI16000;9a0ed388-775c-4a01-a1cd-3af13b5385eb;
;Kossau ML;;ML, UL;;;Germany;;;;
;Kossau UL;;ML, UL;54.23578;10.515688;Germany;;;;
;Kossau unterhalb Tresdorfer See;;;;;Germany;;;;
;Koster Kanal;;;;;;440d9a19-4d31-45f8-a1a2-6b86b7dc1499;DK0752;;
;Koutajoki;;;66.5359936;28.932023;Finland;ddb49ad5-3ee0-490d-8387-63e48b9ab485;FI73000;;
;Kovjoki;;;63.5415639;22.6966479;Finland;4d1dff62-f446-471f-b47a-1a86928d8e71;FI45000;;
;Kræmmerbæk;;;55.0222884;12.1474717;Denmark;ceb42471-da48-4bd8-bef2-e654291ff332;DK0701;;
;Kragså;;;;;;a289e250-e994-4bad-a83b-44d37d2fc3fd;DK0914;;
;Kramforsån;;;62.9368175;17.7264693;Sweden;;;;
;Krapuoja;;;60.2781396;25.1422059;Finland;9c255ca5-d778-4617-81ee-829764e65833;FI81048;;
;Krazante;Kražantė;;55.6274995;22.9471175;Lithuania;;;;
;Kremper Au;;several sites;53.838251;9.5600071;Germany;;;;
;Kremper Au Mündung;;several sites;;;Germany;;;;
;Kremper Au UL;;several sites;;;Germany;;;;
;Krieseby Au;;Au?;54.576394;9.8493167;Germany;;;;
;Kriesebyau;;Au?;54.5762442;9.8518149;Germany;;;;
;Krogsbølle Kanal;;;55.57241;10.36797;Denmark;d3fb3872-cf3c-4b1c-b24e-967a78bda12b;DK0905;;
;Krohnhorster Trebel;;;;;Germany;;;;
;Kronsbek-Aschau;"Kronsbek - Aschau; Kronsbek";;54.4530256;9.9343432;Germany;;;;
;Krusau;;;;;Germany;;;;
;Kruse Bæk;;;;;;30f1cdcf-c864-457c-896f-4446fde9009a;DK0519a;;
;Kruunupyynjoki;;;63.5570265;23.4134213;Finland;d68d830a-9223-4b30-a36d-d1343605d8bf;FI48000;;
;Kuikkisenoja;;;63.89541;23.42435;Finland;ae3bbe78-65a8-48b7-ad14-0a5fa6d9b25a;FI84051;;
;Kuivajõgi;;;59.1375049;25.1685155;Estonia;;;;
;Kuivajoki;;;65.6441175;25.4988494;Finland;dc77de1a-a2a1-4c5d-98fc-b755a7ab8932;FI63000;;
;Kuivasoja;;;65.0738137;25.4256942;Finland;987c50cd-3b0b-4b4a-b447-43fdb865eaf2;FI84112;;
;Kullaanjärvi;;;60.1172763;23.38916576;Finland;30030a1f-cdf0-4fd8-b040-e328fdcd50c7;FI82006;;
;Kulleån;;;;;Sweden;;;;
;Kullobäcken;;;60.3251839;25.4603096;Finland;f3b0f300-fb6a-4be6-8dd5-c26d81844786;FI81041;;
;Kulšė;Kulse;;56.0643951;21.2600531;Lithuania;;;;
;Kumada;;;57.1852608;25.1499187;Latvia;f38164ed-d38d-40ec-8c93-ce7fe32554e1;LV523221;;
;Kunda jõgi;Kunda;;59.3575299;26.5993821;Estonia;62f0e9a0-073d-4383-854c-d742fd9cbcf1;EEVEE1072900;;
;Kungsbackaån;;;57.5908023;12.1252064;Sweden;fd37ff83-a3b6-43e6-9ae7-a668c078b7cb;SE107000;;
;Kuninkoja;;;60.4959485;22.2244208;Finland;4908821a-d161-4026-be08-317a389fe79d;FI82045;;
;Kuokkalan;;;;;Russia;;;;
;Kutsasjoki;;;;;Sweden;;;;
;Kuusalu oja;;;59.4734224;25.4361231;Estonia;;;;
;Kuusiku oja;;;58.7896365;22.4972025;Estonia;;;;
;Kuutilonoja;;;61.51404;21.63305;Finland;cbbf7911-aaf2-4c55-bc9d-dea0290c67a0;FI83041;;
;Kvarnbo träsk (Åland);;;60.2895;20.0612625;Finland;98b18cec-38af-47be-a6b2-fc93cdc45ec7;FI82045A;;
;Kvarnån;;;63.1406578;15.5181201;Sweden;;;;
;Kvarsebobäcken;;;;;Sweden;;;;
;Kvikantbäcken;;;63.812421;23.0588794;Finland;c7b31d99-27c9-443b-b61c-c9f23b80b1e5;FI84043;;
;Kyllebæk;;;55.1401078;11.8185653;Denmark;9c83479c-81b0-4526-bc76-a38f457c1b69;DK0628;;
;Kymijoki;;;61.00128775;26.15222936;Finland;653d2f76-2444-4033-b631-a37e03e98f10;FI14000;;
;Künnapõhja oja;;;59.41111;27.62472;Estonia;;;;
;Künnimaa oja;;;;;Estonia;;;;
;Kyrönjoki;Kyröjoki;;62.9716732;22.3926853;Finland;9cc608eb-45c0-4469-ab9f-042cc0204272;FI42000;;
;Küti oja;;;;;Estonia;;;;
;Kågeälven;Kåge älv;;64.8985833;20.6638817;Sweden;d704e0fa-c509-4afb-a591-023c8b31ec61;SE19000;;
;Kålabodaån;;;64.327156;21.0181371;Sweden;8007d121-3b62-4b37-ac93-f74539643dcd;SE23000;;
;Kås Bæk;;;55.2414449;14.8562051;Denmark;f2dad0eb-134c-42b2-9923-c2bb31af4b2c;DK0138a;;
;Kälviänjoki;;;63.8582172;23.4647466;Finland;0003de14-27b4-4c60-b564-04edba4aef70;FI50000;;
;Käsmu oja;;;59.5709899;25.890738;Estonia;;;;
;Kävlingeån;;;55.7781207;13.2670963;Sweden;c55c061a-1079-4db0-b7b8-fd1133ff9fec;SE92000;;
;Kääntöjoki;;;67.3354545;21.9571755;Sweden;;;;
;Köhntop;;;53.4395148;13.6904387;Germany;;;;
;Köhntop/Schiefe Möhn;;;;;;;;;
;Køng Å;;;55.1238591;11.8251532;Denmark;86cf3e51-5fc1-4acd-9f49-29a22532ca6d;DK0628a;;
;Könkämäeno;;;68.6629693;21.6208002;Finland;;;;
;Köppernitz;;;53.8792319;11.4219125;Germany;;;;
;Körkwitzer Bach;Körkwitzbach;;54.205403;12.3255537;Germany;;;;
;Kösterbeck;;;54.05316775;12.22659885;Germany;;;;
;Köyhänjärvenoja;;;;;;ea070444-6c64-4231-88b9-6aedd4149075;FI83010;;
;Laagna oja;;;59.4105565;27.9598626;Estonia;;;;
;Laajoki;;;60.7553433;21.9808108;Finland;6cd52452-5c75-47b2-92ca-1ff586fddb01;FI31000;;
;Lachsbach Wald;;;;;;;;;
;Lachsbach/Steinbach;;;;;;;;;
;Lāčupīte;;;57.2069564;26.6386355;Latvia;66092b8d-1f77-4bce-939b-2d7248c3d429;LV528321;;
;Læså;;;55.0800134;14.9003118;Denmark;;;;
;Lagan;;;;;Russia;a94eeb9b-f4b9-4710-8ff4-f23224a396de;SE98000;;
;Lahdenoja;;;65.1279896;25.3324878;Finland;7638107d-cac2-45de-9a53-0cbfdee4e6a4;FI83033;;
;Lahnajoki;;;;;Sweden;;;;
;Laihianjoki;;;62.8254424;22.2673864;Finland;ff85e159-ad10-4454-8480-78f0e5762b26;FI41000;;
;Lainioälven;;;67.96071095;22.09508279;Sweden;;;;
;Laisälven;;;66.2855383;16.5462794;Sweden;;;;
;Lakaja;;;55.1828215;25.6945173;Lithuania;;;;
;Lammaskoskenoja;;;61.27765;21.55121;Finland;f2380fdd-adb3-4779-946f-ab0789a8a57a;FI83023;;
;Landgrøft;;;56.4673152;8.7394949;Denmark;56f21287-a257-4732-868f-675562ede615;DK1107;;
;Landkanalen;;;54.8828962;10.0206529;Denmark;55ba795e-4dee-4ebe-8010-f3e96850927a;DK1123;;
;Landsgraben UL;;;;;Germany;;;;
;Langballigau;;;54.8220815;9.6564911;Germany;;;;
;Lange Rie;;;;;Germany;;;;
;Langekærrende;;;;;;6506e44e-ba43-40c6-a594-40499bf79bc1;DK0731;;
;Langholmrenden;;;;;;b6232b00-101b-4dad-a694-6e724fa95811;DK0410;;
;Langø Rende;;;55.5837136;10.2109365;Denmark;22f0e4d7-e54b-4a14-9049-2f67859bc261;DK0903;;
;Lapinjoki;;;61.2051315;21.5871475;Finland;aabe4df2-6b82-4392-a3a8-92c748c1d60b;FI33000;;
;Lapišė;Lapise;;55.5569571;23.2196532;Lithuania;;;;
;Lappfjärdsdiket;;;63.6833377;22.6770725;Finland;f691d318-c260-4489-9e30-92cdda18054c;FI84025;;
;Lappoonoja;;;;;;21ad0a73-7a5e-4433-84a6-72a11bc6cd27;FI83048;;
;Lapuanjoki;;;62.5413521;23.6288659;Finland;d4b614e9-d327-4bda-8931-74ee56b76509;FI44000;;
;Lapväärtinjoki;Isojoki;;62.1857055;21.8001291;Finland;6103e6fa-efbb-4194-8e90-e1df3132a587;FI37000;;
;Laukysta;;;54.9327824;24.5849884;Lithuania;;;;
;Laupjärvenoja;;;61.33662;21.56838;Finland;59a5d1fb-9bf8-4038-a083-5d086e7a821f;FI83025;;
;Leba;;;54.7585207;17.555417;Poland;;;;
;Leduån;;;63.5920036;19.4340098;Sweden;75c9c25c-3a44-4c5e-a776-572f8f154146;SE31000;;
;Lehbekerau;;;54.7235845;9.8636494;Germany;;;;
;Leipiöjoki;;;66.800292;23.9105093;Sweden;;;;
;Leisi jõgi;;;58.4780182;22.6699027;Estonia;;;;
;Leivajõgi;;;59.3187112;25.0345504;Estonia;;;;
;Lejdebæk;;;55.2722677;12.3749528;Denmark;318e1a0b-8b35-4114-b03e-6361b9c473de;DK0514;;
;Lemmejõgi;;;57.9568475;24.5313331;Estonia;;;;
;Lemovzha;;;59.11357;29.29085;Russia;;;;
;Lenčupe;Lencupe;;57.3847256;25.1611722;Latvia;ed0e4c3a-086b-4668-b1c7-355f6ffda911;LV52341;;
;Lepplaxdiket;;;;;;4657db55-16e0-466e-a872-451274a7bb73;FI84032;;
;Leppoja;;;59.2220355;27.0368788;Estonia;;;;
;Lerbæk;;;57.4690244;10.50021836;Denmark;603a2c80-5d14-41a0-8e67-655560078839;DK1221a;;
;Lestijoki;;;63.9774336;23.7761742;Finland;e5cfd2f2-f03b-48cd-b166-0874077aff0e;FI51000;;
;Lētīža;Lētiža;;56.4927312;21.9444718;Latvia;e45822bc-2686-4076-b882-8d0b11dfad05;LV36761;;
;Lidå;;;;;;3251d002-e487-49a0-8525-3ef0a57b67a3;FI83096;;
;Lielā Jugla;Liela Jugla;;56.9772552;24.6207893;Latvia;3ba7cf19-b81d-401a-bffe-b71663d7bd97;LV 41234521;;
;Lielupe;;;56.98238195;23.87066583;Latvia;;;;
;Liesoja;;;65.2634633;25.5753868;Finland;a58ccc69-9a23-4d04-845c-1d756b73f82a;FI84119;;
;Ligatne;;;57.23648205;25.04114692;Latvia;;;;
;Līgatne;;;57.23648205;25.04114692;Latvia;f73b5ba7-afc2-42ff-a01a-e67460f024ab;LV523161;;
;Ligeoja;;;;;Estonia;;;;
;Lilleå;;;56.3003679;8.4447071;Denmark;;;;
;Limingoja;;;64.40731;24.63511;Finland;;;;
;Liminkaoja;;;64.4471967;24.5062077;Finland;a9c4d73c-6f1a-4761-b635-c8eacf7928fe;FI55000;;
;Linaälven;;;66.9174245;21.80678065;Sweden;;;;
;Lindaubach;Lindau;;;;;;;;
;Lindaubach (Güderotter Au);;Different to Lindaubach?;;;;;;;
;Linde;;;;;Germany;;;;
;Liolinga;;;55.4329653;23.2517436;Lithuania;;;;
;Lipping Au;;Lippingau? Lipping AU;54.7502632;9.8144624;Germany;;;;
;Lippingau;;Lippingau? Lipping AU;54.7555683;9.8209963;Germany;;;;
;Lippingau ML;;Lippingau? Lipping AU;;;Germany;;;;
;Ljungan;;;62.4497858;14.9129737;Sweden;33c431e3-3678-41c5-b87c-dd50aaaaa11e;SE42000;;
;Ljungbyån;;;56.8233771;15.8834622;Sweden;2a9570d5-6ced-45c4-93d8-b748961e2e5a;SE77000;;
;Ljusnan;;;61.61398965;16.33943322;Sweden;547c83b0-2520-4422-9c75-9207c6974f72;SE48000;;
;Ljustorpsån;;;62.5842567;17.4007105;Sweden;;;;
;Lodmannshäger Bach;;;54.0498202;13.6481206;Germany;;;;
;Lõhavere oja;;;58.5562772;25.4506776;Estonia;;;;
;Lohja oja;;;59.5621265;25.6891654;Estonia;;;;
;Lohtajanjoki;;;64.05831;23.50739;Finland;69c37d4c-1eb3-4a9a-b312-7ac5b70917ad;FI84061;;
;Loilaxbäcken;;;63.4678389;22.4823032;Finland;64e7b773-9535-4332-bc1e-532d60a1d434;FI84016;;
;Loiter;;AU, OL, UL;54.610459;9.696582;Germany;;;;
;Loiter Au;;AU, OL, UL;54.6124852;9.6921579;Germany;;;;
;Loiter Au OL;;AU, OL, UL;;;Germany;;;;
;Loiter Au UL;;AU, OL, UL;54.559337;9.679049;Germany;;;;
;Loja;;;;;Latvia;d306d0a5-ea29-4732-b748-1ae81ef7e3b1;LV52141;;
;Lollikebaek;Lollikebæk;;54.9850263;12.0472547;Denmark;;;;
;Lollikebæk_site 2;;;;;Denmark;;;;
;Lomena;;;54.955635;24.4448641;Lithuania;;;;
;Lonaste;;;57.4827327;22.1362606;Latvia;;;;
;Longinoja;;;60.2516886;25.0278641;Finland;;;;
;Loo oja;Loo;;58.2749927;25.7489612;Estonia;;;;
;Loobu;;;59.4662747;25.86252205;Estonia;8a527e3a-4f2f-43d4-8462-8d00c39d2036;EEVEE1077900;;
;Loobu jõgi;;;59.4382686;25.9696793;Estonia;;;;
;Loode oja;;;57.9440554;24.4548934;Estonia;;;;
;Lorumupe;;;57.6309149;22.5461478;Latvia;;;;
;Lorupe;;;57.1300551;24.8527282;Latvia;;;;
;Lososinka;;;61.7088452;34.3221468;Russia;;;;
